Station_ID,Station_Name,Basin,Month,Month_Name,LTMM_mm_month,N_Years
CA0002,KHANZIRA (TAIYBAT EL-KARAK),D.S.R.S.W,8,August,0,20
CA0002,KHANZIRA (TAIYBAT EL-KARAK),D.S.R.S.W,9,September,0,20
CA0002,KHANZIRA (TAIYBAT EL-KARAK),D.S.R.S.W,10,October,2.385,20
CA0002,KHANZIRA (TAIYBAT EL-KARAK),D.S.R.S.W,11,November,6.19,20
CA0002,KHANZIRA (TAIYBAT EL-KARAK),D.S.R.S.W,12,December,27.45,20
CA0004,AIY,D.S.R.S.W,1,January,68.045,20
CA0004,AIY,D.S.R.S.W,2,February,69.205,20
CA0004,AIY,D.S.R.S.W,3,March,33.64,20
CA0004,AIY,D.S.R.S.W,4,April,11.385,20
CA0004,AIY,D.S.R.S.W,5,May,4.715,20
CA0004,AIY,D.S.R.S.W,6,June,0,20
CA0004,AIY,D.S.R.S.W,7,July,0,20
CA0004,AIY,D.S.R.S.W,8,August,0,20
CA0004,AIY,D.S.R.S.W,9,September,0,20
CA0004,AIY,D.S.R.S.W,10,October,4.7,20
CA0004,AIY,D.S.R.S.W,11,November,11.475,20
CA0004,AIY,D.S.R.S.W,12,December,41.8,20
CA0006,MUHAI,MUJIB,1,January,45.805,20
CA0006,MUHAI,MUJIB,2,February,37.59,20
CA0006,MUHAI,MUJIB,3,March,20.855,20
CA0006,MUHAI,MUJIB,4,April,6.405,20
CA0006,MUHAI,MUJIB,5,May,1.775,20
CA0006,MUHAI,MUJIB,6,June,0,20
CA0006,MUHAI,MUJIB,7,July,0,20
CA0006,MUHAI,MUJIB,8,August,0,20
CA0006,MUHAI,MUJIB,9,September,0,20
CA0006,MUHAI,MUJIB,10,October,2.825,20
CA0006,MUHAI,MUJIB,11,November,3.095,20
CA0006,MUHAI,MUJIB,12,December,19.87,20
CC0001,MADABA,D.S.R.S.W,1,January,79.3,20
CC0001,MADABA,D.S.R.S.W,2,February,76.615,20
CC0001,MADABA,D.S.R.S.W,3,March,42.545,20
CC0001,MADABA,D.S.R.S.W,4,April,13.24,20
CC0001,MADABA,D.S.R.S.W,5,May,2.89,20
CC0001,MADABA,D.S.R.S.W,6,June,0,20
CC0001,MADABA,D.S.R.S.W,7,July,0,20
CC0001,MADABA,D.S.R.S.W,8,August,0,20
CC0001,MADABA,D.S.R.S.W,9,September,0,20
CC0001,MADABA,D.S.R.S.W,10,October,4.325,20
CC0001,MADABA,D.S.R.S.W,11,November,17.535,20
CC0001,MADABA,D.S.R.S.W,12,December,47.34,20
CC0002,MA'IN,D.S.R.S.W,1,January,69.125,20
CC0002,MA'IN,D.S.R.S.W,2,February,67.19,20
CC0002,MA'IN,D.S.R.S.W,3,March,38.12,20
CC0002,MA'IN,D.S.R.S.W,4,April,11.855,20
CC0002,MA'IN,D.S.R.S.W,5,May,2.32,20
CC0002,MA'IN,D.S.R.S.W,6,June,0,20
CC0002,MA'IN,D.S.R.S.W,7,July,0,20
CC0002,MA'IN,D.S.R.S.W,8,August,0,20
CC0002,MA'IN,D.S.R.S.W,9,September,0,20
CC0002,MA'IN,D.S.R.S.W,10,October,2.79,20
CC0002,MA'IN,D.S.R.S.W,11,November,14.515,20
CC0002,MA'IN,D.S.R.S.W,12,December,47.455,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,1,January,92.67,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,2,February,76.605,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,3,March,48.8,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,4,April,11.055,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,5,May,2.625,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,6,June,0,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,7,July,0,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,8,August,0,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,9,September,0,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,10,October,5.75,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,11,November,22.69,20
CC0004,MUSHAQQAR EVAP. ST,D.S.R.S.W,12,December,59.63,20
CD0005,JIZA,MUJIB,1,January,31.465,20
CD0005,JIZA,MUJIB,2,February,32.565,20
CD0005,JIZA,MUJIB,3,March,15.11,20
CD0005,JIZA,MUJIB,4,April,4.7,20
CD0005,JIZA,MUJIB,5,May,0.84,20
CD0005,JIZA,MUJIB,6,June,0,20
CD0005,JIZA,MUJIB,7,July,0,20
CD0005,JIZA,MUJIB,8,August,0,20
CD0005,JIZA,MUJIB,9,September,0,20
CD0005,JIZA,MUJIB,10,October,1.955,20
CD0005,JIZA,MUJIB,11,November,9.02,20
CD0005,JIZA,MUJIB,12,December,19.84,20
CD0007,DHIBAN,MUJIB,1,January,58.64,20
CD0007,DHIBAN,MUJIB,2,February,55.83,20
CD0007,DHIBAN,MUJIB,3,March,34.645,20
CD0007,DHIBAN,MUJIB,4,April,8.355,20
CD0007,DHIBAN,MUJIB,5,May,4.005,20
CD0007,DHIBAN,MUJIB,6,June,0,20
CD0007,DHIBAN,MUJIB,7,July,0,20
CD0007,DHIBAN,MUJIB,8,August,0,20
CD0007,DHIBAN,MUJIB,9,September,0,20
CD0007,DHIBAN,MUJIB,10,October,2.65,20
CD0007,DHIBAN,MUJIB,11,November,12.675,20
CD0007,DHIBAN,MUJIB,12,December,41.02,20
CD0009,HEMUD,MUJIB,1,January,56.19,20
CD0009,HEMUD,MUJIB,2,February,65.98,20
CD0009,HEMUD,MUJIB,3,March,32.885,20
CD0009,HEMUD,MUJIB,4,April,11.29,20
CD0009,HEMUD,MUJIB,5,May,3.975,20
CD0009,HEMUD,MUJIB,6,June,0,20
CD0009,HEMUD,MUJIB,7,July,0,20
CD0009,HEMUD,MUJIB,8,August,0,20
CD0009,HEMUD,MUJIB,9,September,0,20
CD0009,HEMUD,MUJIB,10,October,4.545,20
CD0009,HEMUD,MUJIB,11,November,7.805,20
CD0009,HEMUD,MUJIB,12,December,34.685,20
CD0010,RABBA EVAP.ST,MUJIB,1,January,72.22,20
CD0010,RABBA EVAP.ST,MUJIB,2,February,69.205,20
CD0010,RABBA EVAP.ST,MUJIB,3,March,40.55,20
CD0010,RABBA EVAP.ST,MUJIB,4,April,11.795,20
CD0010,RABBA EVAP.ST,MUJIB,5,May,5.075,20
CD0010,RABBA EVAP.ST,MUJIB,6,June,0,20
CD0010,RABBA EVAP.ST,MUJIB,7,July,0,20
CD0010,RABBA EVAP.ST,MUJIB,8,August,0,20
CD0010,RABBA EVAP.ST,MUJIB,9,September,0,20
CD0010,RABBA EVAP.ST,MUJIB,10,October,5.87,20
CD0010,RABBA EVAP.ST,MUJIB,11,November,14.75,20
CD0010,RABBA EVAP.ST,MUJIB,12,December,46.025,20
CD0011,QATRANA POLICE POST,MUJIB,1,January,25.29,20
CD0011,QATRANA POLICE POST,MUJIB,2,February,17.615,20
CD0011,QATRANA POLICE POST,MUJIB,3,March,10.32,20
CD0011,QATRANA POLICE POST,MUJIB,4,April,4.61,20
CD0011,QATRANA POLICE POST,MUJIB,5,May,2.435,20
CD0011,QATRANA POLICE POST,MUJIB,6,June,0,20
CD0011,QATRANA POLICE POST,MUJIB,7,July,0,20
CD0011,QATRANA POLICE POST,MUJIB,8,August,0,20
CD0011,QATRANA POLICE POST,MUJIB,9,September,0,20
CD0011,QATRANA POLICE POST,MUJIB,10,October,3.2,20
CD0011,QATRANA POLICE POST,MUJIB,11,November,4.505,20
CD0011,QATRANA POLICE POST,MUJIB,12,December,11.155,20
CD0029,SIRFA,D.S.R.S.W,1,January,73.88,20
CD0029,SIRFA,D.S.R.S.W,2,February,70.19,20
CD0029,SIRFA,D.S.R.S.W,3,March,35.5,20
CD0029,SIRFA,D.S.R.S.W,4,April,12.485,20
CD0029,SIRFA,D.S.R.S.W,5,May,4.3,20
CD0029,SIRFA,D.S.R.S.W,6,June,0,20
CD0029,SIRFA,D.S.R.S.W,7,July,0,20
CD0029,SIRFA,D.S.R.S.W,8,August,0,20
CD0029,SIRFA,D.S.R.S.W,9,September,0,20
CD0029,SIRFA,D.S.R.S.W,10,October,4.96,20
CD0029,SIRFA,D.S.R.S.W,11,November,15.875,20
CD0029,SIRFA,D.S.R.S.W,12,December,46.78,20
CE0002,AIN BISAS,D.S.R.S.W,1,January,66.52,20
CE0002,AIN BISAS,D.S.R.S.W,2,February,69.3,20
CE0002,AIN BISAS,D.S.R.S.W,3,March,34.455,20
CE0002,AIN BISAS,D.S.R.S.W,4,April,10.94,20
CE0002,AIN BISAS,D.S.R.S.W,5,May,3.415,20
CE0002,AIN BISAS,D.S.R.S.W,6,June,0,20
CE0002,AIN BISAS,D.S.R.S.W,7,July,0,20
CE0002,AIN BISAS,D.S.R.S.W,8,August,0,20
CE0002,AIN BISAS,D.S.R.S.W,9,September,0,20
CE0002,AIN BISAS,D.S.R.S.W,10,October,2.87,20
CE0002,AIN BISAS,D.S.R.S.W,11,November,11.285,20
CE0002,AIN BISAS,D.S.R.S.W,12,December,34.41,20
DB0001,TAFILE,W. ARABA NORTH,1,January,67.7,20
DB0001,TAFILE,W. ARABA NORTH,2,February,61.365,20
DB0001,TAFILE,W. ARABA NORTH,3,March,26.48,20
DB0001,TAFILE,W. ARABA NORTH,4,April,6.16,20
DB0001,TAFILE,W. ARABA NORTH,5,May,5.18,20
DB0001,TAFILE,W. ARABA NORTH,6,June,0,20
DB0001,TAFILE,W. ARABA NORTH,7,July,0,20
DB0001,TAFILE,W. ARABA NORTH,8,August,0,20
DB0001,TAFILE,W. ARABA NORTH,9,September,0,20
DB0001,TAFILE,W. ARABA NORTH,10,October,4.075,20
DB0001,TAFILE,W. ARABA NORTH,11,November,9.08,20
DB0001,TAFILE,W. ARABA NORTH,12,December,26.49,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,1,January,53.305,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,2,February,39.065,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,3,March,26.92,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,4,April,8.655,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,5,May,4.035,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,6,June,0,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,7,July,0,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,8,August,0,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,9,September,0,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,10,October,2.675,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,11,November,7.28,20
DB0002,PRINCE HASAN NURSERY (ABUR),HASA,12,December,20.745,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,1,January,69.855,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,2,February,61.835,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,3,March,32.255,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,4,April,9.385,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,5,May,4.36,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,6,June,0,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,7,July,0,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,8,August,0,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,9,September,0,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,10,October,3.115,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,11,November,10.855,20
DC0002,RASHADIYA P.POST,W. ARABA NORTH,12,December,31.05,20
DG0001,WADI MOUSA,W. ARABA NORTH,1,January,43.53,20
DG0001,WADI MOUSA,W. ARABA NORTH,2,February,33.57,20
DG0001,WADI MOUSA,W. ARABA NORTH,3,March,12.675,20
DG0001,WADI MOUSA,W. ARABA NORTH,4,April,6.76,20
DG0001,WADI MOUSA,W. ARABA NORTH,5,May,4.12,20
DG0001,WADI MOUSA,W. ARABA NORTH,6,June,0,20
DG0001,WADI MOUSA,W. ARABA NORTH,7,July,0,20
DG0001,WADI MOUSA,W. ARABA NORTH,8,August,0,20
DG0001,WADI MOUSA,W. ARABA NORTH,9,September,0,20
DG0001,WADI MOUSA,W. ARABA NORTH,10,October,2.23,20
DG0001,WADI MOUSA,W. ARABA NORTH,11,November,4.13,20
DG0001,WADI MOUSA,W. ARABA NORTH,12,December,20.06,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),1,January,12.615,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),2,February,12.7,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),3,March,6.305,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),4,April,3.095,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),5,May,1.195,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),6,June,0,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),7,July,0,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),8,August,0,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),9,September,0,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),10,October,2.46,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),11,November,6.105,20
F 0002,H5 EVAP.ST (METEO DEPT),AZRAQ (JORDAN),12,December,9.4,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),1,January,23.4,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),2,February,20.59,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),3,March,10.08,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),4,April,2.725,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),5,May,1.79,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),6,June,0,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),7,July,0,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),8,August,0,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),9,September,0,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),10,October,3.65,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),11,November,5.165,20
F 0004,DEIR EL-KAHF,AZRAQ (JORDAN),12,December,13.765,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),1,January,10.435,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),2,February,8.3,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),3,March,3.48,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),4,April,1.58,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),5,May,0.76,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),6,June,0,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),7,July,0,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),8,August,0,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),9,September,0,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),10,October,0.495,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),11,November,2.115,20
F 0009,AZRAQ EVAP .ST,AZRAQ (JORDAN),12,December,7.725,20
F 0011,EL-UMARI,AZRAQ (JORDAN),1,January,9.415,20
F 0011,EL-UMARI,AZRAQ (JORDAN),2,February,5.375,20
F 0011,EL-UMARI,AZRAQ (JORDAN),3,March,4.09,20
F 0011,EL-UMARI,AZRAQ (JORDAN),4,April,3.785,20
F 0011,EL-UMARI,AZRAQ (JORDAN),5,May,0.97,20
F 0011,EL-UMARI,AZRAQ (JORDAN),6,June,0,20
F 0011,EL-UMARI,AZRAQ (JORDAN),7,July,0,20
F 0011,EL-UMARI,AZRAQ (JORDAN),8,August,0,20
F 0011,EL-UMARI,AZRAQ (JORDAN),9,September,0,20
F 0011,EL-UMARI,AZRAQ (JORDAN),10,October,1.79,20
F 0011,EL-UMARI,AZRAQ (JORDAN),11,November,4.7,20
F 0011,EL-UMARI,AZRAQ (JORDAN),12,December,8.615,20
G 0004,BASTA,JAFER,1,January,32.095,20
G 0004,BASTA,JAFER,2,February,23.44,20
G 0004,BASTA,JAFER,3,March,13.59,20
G 0004,BASTA,JAFER,4,April,4.95,20
G 0004,BASTA,JAFER,5,May,1.13,20
G 0004,BASTA,JAFER,6,June,0,20
G 0004,BASTA,JAFER,7,July,0,20
G 0004,BASTA,JAFER,8,August,0,20
G 0004,BASTA,JAFER,9,September,0,20
G 0004,BASTA,JAFER,10,October,0.3,20
G 0004,BASTA,JAFER,11,November,5.175,20
G 0004,BASTA,JAFER,12,December,14.135,20
G 0005,SADAQA,JAFER,1,January,24.95,20
G 0005,SADAQA,JAFER,2,February,17.88,20
G 0005,SADAQA,JAFER,3,March,9.6,20
G 0005,SADAQA,JAFER,4,April,3.935,20
G 0005,SADAQA,JAFER,5,May,1.655,20
G 0005,SADAQA,JAFER,6,June,0,20
G 0005,SADAQA,JAFER,7,July,0,20
G 0005,SADAQA,JAFER,8,August,0,20
G 0005,SADAQA,JAFER,9,September,0,20
G 0005,SADAQA,JAFER,10,October,0.945,20
G 0005,SADAQA,JAFER,11,November,2.35,20
G 0005,SADAQA,JAFER,12,December,13.125,20
G 0006,QUREIN,JAFER,1,January,28.445,20
G 0006,QUREIN,JAFER,2,February,20.49,20
G 0006,QUREIN,JAFER,3,March,8.595,20
G 0006,QUREIN,JAFER,4,April,3.9,20
G 0006,QUREIN,JAFER,5,May,1.125,20
G 0006,QUREIN,JAFER,6,June,0,20
G 0006,QUREIN,JAFER,7,July,0,20
G 0006,QUREIN,JAFER,8,August,0,20
G 0006,QUREIN,JAFER,9,September,0,20
G 0006,QUREIN,JAFER,10,October,1.59,20
G 0006,QUREIN,JAFER,11,November,2.52,20
G 0006,QUREIN,JAFER,12,December,13.96,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,1,January,8.48,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,2,February,6.36,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,3,March,3.45,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,4,April,3.37,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,5,May,1.415,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,6,June,0,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,7,July,0,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,8,August,0,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,9,September,0,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,10,October,3.725,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,11,November,0.61,20
G 0007,MA'AN RAIL WAY STATION (METEO DEPT),JAFER,12,December,2.76,20
G 0009,UDRUH EVAP.ST,JAFER,1,January,41.97,20
G 0009,UDRUH EVAP.ST,JAFER,2,February,23.11,20
G 0009,UDRUH EVAP.ST,JAFER,3,March,17.89,20
G 0009,UDRUH EVAP.ST,JAFER,4,April,3.8,20
G 0009,UDRUH EVAP.ST,JAFER,5,May,2.32,20
G 0009,UDRUH EVAP.ST,JAFER,6,June,0,20
G 0009,UDRUH EVAP.ST,JAFER,7,July,0,20
G 0009,UDRUH EVAP.ST,JAFER,8,August,0,20
G 0009,UDRUH EVAP.ST,JAFER,9,September,0,20
G 0009,UDRUH EVAP.ST,JAFER,10,October,1.145,20
G 0009,UDRUH EVAP.ST,JAFER,11,November,5.26,20
G 0009,UDRUH EVAP.ST,JAFER,12,December,9.62,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,1,January,13.125,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,2,February,14.905,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,3,March,7.08,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,4,April,9.39,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,5,May,2.52,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,6,June,0,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,7,July,0,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,8,August,0,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,9,September,0,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,10,October,3.035,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,11,November,7.485,20
H 0001,H4 EVAP.ST (METEO DEPT),HAMMAD,12,December,9.955,20
